Date,Title,Author,Link,Status
2019-11-01 12:56:33,Google&#8217;s Fitbit purchase could reshape its healthcare ambitions,59254947,https://techcrunch.com/2019/11/01/googles-fitbit-purchase-could-reshape-its-healthcare-ambitions/,publish
2019-11-01 12:01:20,Daily Crunch: Google is buying Fitbit,31035538,https://techcrunch.com/2019/11/01/daily-crunch-google-fitbit/,publish
2019-11-01 09:00:46,Google Maps Incognito mode starts rolling out for Android users,5188242,https://techcrunch.com/2019/11/01/google-maps-incognito-mode-starts-rolling-out-for-android-users/,publish
2019-11-01 06:06:19,Google is acquiring Fitbit for $2.1 billion,699688,https://techcrunch.com/2019/11/01/google-is-acquiring-fitbit/,publish
2019-10-30 15:39:51,"Turning Google traffic into leads, and what&#8217;s new in SEO",133574325,https://techcrunch.com/2019/10/30/turning-google-traffic-into-leads-and-whats-new-in-seo/,publish
2019-10-30 10:00:25,Google launches TensorFlow Enterprise with long-term support and managed services,34511731,https://techcrunch.com/2019/10/30/google-launches-tensorflow-enterprise-with-long-term-support-and-managed-services/,publish
2019-10-30 06:01:48,SiriusXM picks up voice control support on Google/Nest devices,5188242,https://techcrunch.com/2019/10/30/lets-get-sirius-siriusxm-picks-up-voice-control-support-on-google-nest-devices/,publish
2019-10-29 15:48:50,The slow death of Flash continues as Google begins to remove it from search,12084691,https://techcrunch.com/2019/10/29/the-slow-death-of-flash-continues-as-google-begins-to-remove-it-from-search/,publish
2019-10-29 07:38:44,"Google brings its &#8216;.new&#8217; domains to the rest of the web, including to Spotify, Microsoft &#038; others",2414667,https://techcrunch.com/2019/10/29/google-brings-its-new-domains-to-the-rest-of-the-web-including-to-spotify-microsoft-others/,publish
2019-10-28 09:28:58,Google reportedly in talks to acquire Fitbit,34511731,https://techcrunch.com/2019/10/28/google-reportedly-in-talks-to-acquire-fitbit/,publish
2019-10-25 10:07:38,Google brings in BERT to improve its search results,34511731,https://techcrunch.com/2019/10/25/google-brings-in-bert-to-improve-its-search-results/,publish
2019-10-24 02:30:31,Millions downloaded dozens of Android apps from Google Play that were infected with adware,133574210,https://techcrunch.com/2019/10/24/millions-dozens-android-apps-adware/,publish
2019-10-23 15:39:09,"Google debuts new digital well-being &#8216;experiments&#8217; like a notification mailbox, unlock clock &#038; even a paper phone",2414667,https://techcrunch.com/2019/10/23/google-debuts-new-digital-wellbeing-experiments-like-a-notification-mailbox-unlock-clock-even-a-paper-phone/,publish
2019-10-23 04:11:55,"Google&#8217;s Play Store is giving an age-rating finger to Fleksy, a Gboard rival 🖕",39990176,https://techcrunch.com/2019/10/23/googles-play-store-is-giving-an-age-rating-finger-to-fleksy-a-gboard-rival/,publish
2019-10-22 10:03:49,Google has used contract swaps to get bulk access terms to NHS patient data,39990176,https://techcrunch.com/2019/10/22/google-has-used-contract-swaps-to-get-bulk-access-terms-to-nhs-patient-data/,publish
2019-10-22 01:43:38,"Google picks up Microsoft veteran, Javier Soltero, to head G Suite",39990176,https://techcrunch.com/2019/10/22/google-picks-up-microsoft-veteran-javier-soltero-to-head-g-suite/,publish
2019-10-21 06:00:43,Pixel 4 review: Google ups its camera game,699688,https://techcrunch.com/2019/10/21/google-pixel-4-review-more-camera-greatness/,publish
2019-10-17 10:31:17,"Google Maps adds more Waze-like features, including driving-incident reports",2414667,https://techcrunch.com/2019/10/17/google-maps-adds-more-waze-like-features-including-driving-incident-reports/,publish
2019-10-17 07:31:16,"Farewell, Google Clips",699688,https://techcrunch.com/2019/10/17/farewell-google-clips/,publish
2019-10-16 06:38:31,"Live Caption, Google&#8217;s automatic captioning technology, is now available on Pixel 4",2414667,https://techcrunch.com/2019/10/16/live-caption-googles-automatic-captioning-technology-is-now-available-on-pixel-4/,publish
2019-10-15 16:13:23,Google Nest Mini hands-on,699688,https://techcrunch.com/2019/10/15/google-nest-mini-hands-on/,publish
2019-10-15 10:43:03,"Up close with Google&#8217;s budget Chromebook, the Pixelbook Go",699688,https://techcrunch.com/2019/10/15/up-close-with-googles-budget-chromebook-the-pixelbook-go/,publish
2019-10-15 09:04:45,Up close with Google&#8217;s new Pixel 4,699688,https://techcrunch.com/2019/10/15/up-close-with-googles-new-pixel-4/,publish
2019-10-15 08:26:22,Google aims to change the definition of good photography with Pixel 4&#8217;s software-defined camera,5302483,https://techcrunch.com/2019/10/15/google-aims-to-change-the-definition-of-good-photography-with-pixel-4s-software-defined-camera/,publish
2019-10-15 08:20:04,Here&#8217;s everything Google just announced at the Made By Google 2019 event,5188242,https://techcrunch.com/2019/10/15/heres-everything-google-just-announced-at-the-made-by-google-2019-event/,publish
2019-10-15 08:19:15,"Google Pixel 4, Pixel 4 XL not launching in India",133574269,https://techcrunch.com/2019/10/15/google-pixel-4-pixel-4xl-no-india-launch/,publish
2019-10-15 08:03:19,"Google&#8217;s new voice recorder app transcribes in real time, even when offline",2414667,https://techcrunch.com/2019/10/15/googles-new-voice-recorder-app-transcribes-in-real-time-even-when-offline/,publish
2019-10-15 07:53:25,Google overhauls Nest Aware cloud recording plan,7636871,https://techcrunch.com/2019/10/15/google-overhauls-nest-aware-cloud-recording-plan/,publish
2019-10-15 07:44:39,Google launches Nest Wifi mesh router and extender with built-in Google Assistant,5302483,https://techcrunch.com/2019/10/15/google-launches-nest-wifi-mesh-router-and-extender-with-built-in-google-assistant/,publish
2019-10-15 07:43:34,"Google&#8217;s Pixel 4 ships October 24, starting at $799",699688,https://techcrunch.com/2019/10/15/google-pixel-4-pixel-4-xl/,publish
2019-10-15 07:33:54,Google Home Mini is now Nest Mini,699688,https://techcrunch.com/2019/10/15/google-home-mini-is-now-nest-mini/,publish
2019-10-15 07:31:01,Google launches the $649 Pixelbook Go Chromebook,34511731,https://techcrunch.com/2019/10/15/google-launches-the-649-pixelbook-go-chromebook/,publish
2019-10-15 07:16:04,"Google teases fully wireless Pixel Buds, arriving Spring 2020",699688,https://techcrunch.com/2019/10/15/google-teases-fully-wireless-pixel-buds-arriving-spring-2020/,publish
2019-10-15 07:15:32,Google&#8217;s cloud gaming service Stadia will launch on November 19th,5188242,https://techcrunch.com/2019/10/15/googles-cloud-gaming-service-stadia-will-launch-on-november-19th/,publish
2019-10-15 07:01:15,Watch Google unveil the Pixel 4 live right here,7636871,https://techcrunch.com/2019/10/15/watch-google-unveil-the-pixel-4-live-right-here/,publish
2019-10-14 09:00:21,Google updates its Titan security keys with USB-C,133574210,https://techcrunch.com/2019/10/14/google-titan-security-key-usb-c/,publish
2019-10-12 12:28:28,Google’s Pixel 4 briefly went up for pre-order on Best Buy Canada,699688,https://techcrunch.com/2019/10/12/googles-pixel-4-briefly-went-up-for-preorder-on-best-buy-canada/,publish
2019-10-11 07:51:54,Google’s Pixel 4 launches next week; here’s what we expect,699688,https://techcrunch.com/2019/10/11/googles-pixel-4-launches-next-week-heres-what-we-expect/,publish
2019-10-10 11:54:31,"Verily, Alphabet&#8217;s other money-making, non-Google business, partners with Color on genetic analysis",59254947,https://techcrunch.com/2019/10/10/verily-alphabets-other-money-making-non-google-business-partners-with-color-on-genetic-analysis/,publish
2019-10-10 09:07:16,Google takes AMP to the OpenJS Foundation,34511731,https://techcrunch.com/2019/10/10/google-takes-amp-to-the-openjs-foundation/,publish
2019-10-08 10:04:26,Google makes moving music and videos between speakers and screens easier,34511731,https://techcrunch.com/2019/10/08/google-makes-moving-music-and-videos-between-speakers-and-screens-easier/,publish
2019-10-08 09:10:10,Google&#8217;s Grasshopper coding class for beginners comes to the desktop,34511731,https://techcrunch.com/2019/10/08/googles-grasshopper-coding-class-for-beginners-comes-to-the-desktop/,publish
2019-10-07 13:18:03,The NBA should learn from Google China,15408904,https://techcrunch.com/2019/10/07/the-nba-should-learn-from-google-china/,publish
2019-10-04 00:42:42,Google-backed Dunzo raises $45M to expand its hyperlocal delivery startup in India,133574269,https://techcrunch.com/2019/10/04/dunzo-hyperlocal-ecommerce-delivery/,publish
2019-10-03 05:17:30,Publisher adtech startups Taboola and Outbrain merge in $850M deal to take on Google and Facebook,13119829,https://techcrunch.com/2019/10/03/taboola-outbrain/,publish
2019-10-03 03:00:49,"Redesigned Google Shopping goes live, with price tracking, Google Lens for outfits and more",2414667,https://techcrunch.com/2019/10/03/redesigned-google-shopping-goes-live-with-price-tracking-google-lens-for-outfits-and-more/,publish
2019-10-02 09:00:12,"Google announces Action Blocks, a new accessibility tool for creating mobile shortcuts",34511731,https://techcrunch.com/2019/10/02/google-announces-action-blocks-a-new-accessibility-tool-for-creating-mobile-shortcuts/,publish
2019-10-02 08:58:27,"Google rolls out new privacy tools for Maps, YouTube and Assistant",2414667,https://techcrunch.com/2019/10/02/google-rolls-out-new-privacy-tools-for-maps-youtube-and-assistant/,publish
2019-10-02 07:39:44,UK privacy &#8216;class action&#8217; complaint against Google gets unblocked,39990176,https://techcrunch.com/2019/10/02/uk-privacy-class-action-complaint-against-google-gets-unblocked/,publish
2019-09-30 11:11:08,Google brings its Jacquard wearables tech to Levi&#8217;s Trucker Jacket,34511731,https://techcrunch.com/2019/09/30/google-brings-its-jacquard-wearables-tech-to-levis-trucker-jacket/,publish
2019-09-28 09:30:19,"This Week in Apps: AltStore, acquisitions and Google Play Pass",2414667,https://techcrunch.com/2019/09/28/this-week-in-apps-altstore-acquisitions-and-google-play-pass/,publish
2019-09-27 09:14:17,Google will soon open a cloud region in Poland,34511731,https://techcrunch.com/2019/09/27/google-will-soon-open-a-cloud-region-in-poland/,publish
2019-09-26 09:06:36,The Google Assistant can now control your Xbox One,34511731,https://techcrunch.com/2019/09/26/the-google-assistant-can-now-control-your-xbox-one/,publish
2019-09-25 10:30:06,"Amazon unveils the $199 Echo Studio, its answer to the Apple HomePod and Google Home Max",24986667,https://techcrunch.com/2019/09/25/amazon-unveils-the-199-echo-studio-its-answer-to-the-apple-homepod-and-google-home-max/,publish
2019-09-24 11:24:35,Google veteran Tony Wang joins 500 Startups as managing partner,133574213,https://techcrunch.com/2019/09/24/google-veteran-tony-wang-joins-500-startups-as-managing-partner/,publish
2019-09-23 09:00:06,"Google Play Pass launches with 350+ premium apps and games, initially for $1.99 per month",2414667,https://techcrunch.com/2019/09/23/google-play-pass-launches-with-350-premium-apps-and-games-initially-for-1-99-per-month/,publish
2019-09-20 05:54:25,Google is investing $3.3B to build clean data centers in Europe,521068,https://techcrunch.com/2019/09/20/google-is-investing-3-3b-to-build-clean-data-centers-in-europe/,publish
2019-09-19 13:00:54,Google announces 18 new renewable energy deals,34511731,https://techcrunch.com/2019/09/19/google-announces-18-new-renewable-energy-deals/,publish
2019-09-19 05:46:10,Google completes controversial takeover of DeepMind Health,39990176,https://techcrunch.com/2019/09/19/google-completes-controversial-takeover-of-deepmind-health/,publish
2019-09-18 23:59:09,Google chases businesses to maintain its payments lead in India,133574269,https://techcrunch.com/2019/09/18/google-pay-job-business-india/,publish
2019-09-18 23:32:28,Google is bringing Assistant to people without internet access,133574269,https://techcrunch.com/2019/09/18/google-assistant-no-internet-india/,publish
2019-09-18 10:00:16,Google&#8217;s parental control software Family Link gains much-needed features,2414667,https://techcrunch.com/2019/09/18/googles-parental-control-software-family-link-gains-much-needed-features/,publish
2019-09-17 10:31:43,Google starts highlighting key moments from videos in Search,34511731,https://techcrunch.com/2019/09/17/google-starts-highlighting-key-moments-from-videos-in-search/,publish
2019-09-17 09:00:43,Google Fi gets an unlimited plan,34511731,https://techcrunch.com/2019/09/17/google-fi-gets-an-unlimited-plan/,publish
2019-09-17 01:52:16,Google is bringing a data-saving feature to Android TVs,133574269,https://techcrunch.com/2019/09/17/android-tv-data-saver/,publish
2019-09-16 09:24:06,Google will unveil the Pixel 4 and other new hardware on October 15,5302483,https://techcrunch.com/2019/09/16/google-will-unveil-the-pixel-4-and-other-new-hardware-on-october-15/,publish
2019-09-12 09:00:46,Google says it will do more to prioritize original reporting in search,31035538,https://techcrunch.com/2019/09/12/google-original-reporting/,publish
2019-09-12 08:59:18,"Google Photos adds a time-traveling version of Stories, plus more sharing and printing options",2414667,https://techcrunch.com/2019/09/12/google-photos-adds-a-time-traveling-version-of-stories-plus-more-sharing-and-printing-options/,publish
2019-09-12 08:45:38,Google to pay $549 million fine and $510 million in back taxes in France,7636871,https://techcrunch.com/2019/09/12/google-to-pay-549-million-fine-and-510-million-in-back-taxes-in-france/,publish
2019-09-11 07:15:11,"Google Express to close in a few weeks, will become part of Google Shopping",2414667,https://techcrunch.com/2019/09/11/google-express-to-close-in-a-few-weeks-will-become-part-of-google-shopping/,publish
2019-09-10 09:00:23,Google brings Cloud Dataproc to Kubernetes,34511731,https://techcrunch.com/2019/09/10/google-brings-cloud-dataproc-to-kubernetes/,publish
2019-09-09 11:30:03,Forty-nine states and the District of Columbia are pushing an antitrust investigation against Google,59254947,https://techcrunch.com/2019/09/09/forty-nine-states-and-the-district-of-columbia-are-pushing-an-antitrust-investigation-against-google/,publish
2019-09-09 05:52:54,"Drivetime nabs $11M from Makers Fund, Amazon and Google to build voice-based games for drivers",13119829,https://techcrunch.com/2019/09/09/drivetime-nabs-11m-from-makers-fund-amazon-and-google-to-build-voice-based-games-for-drivers/,publish
2019-09-09 05:00:31,Google Nest Hub Max review,699688,https://techcrunch.com/2019/09/09/google-nest-hub-max-review/,publish
2019-09-06 11:26:54,Agave wants to fill the need Google Hire&#8217;s impending shutdown will create,9528656,https://techcrunch.com/2019/09/06/agave-wants-to-fill-the-need-google-hires-impending-shutdown-will-create/,publish
2019-09-06 10:57:08,Apple doesn&#8217;t want Google &#8216;stoking fear&#8217; about serious iOS security exploits,12084691,https://techcrunch.com/2019/09/06/apple-doesnt-want-google-stoking-fear-about-serious-ios-security-exploits/,publish
2019-09-06 07:45:36,Tile teams up with Google to bring its lost item finding technology to Google Assistant,2414667,https://techcrunch.com/2019/09/06/tile-teams-up-with-google-to-bring-its-lost-item-finding-technology-to-google-assistant/,publish
2019-09-05 11:33:52,Google&#8217;s new feature will help you find something to watch,2414667,https://techcrunch.com/2019/09/05/googles-new-feature-will-help-you-find-something-to-watch/,publish
2019-09-05 11:30:13,Lenovo slims down its Google smart display,699688,https://techcrunch.com/2019/09/05/lenovo-slims-down-its-google-smart-display/,publish
2019-09-05 07:22:13,"Google Assistant, navigation and apps coming  to GM vehicles starting in 2021",133574188,https://techcrunch.com/2019/09/05/google-assistant-navigation-and-apps-coming-to-gm-vehicles-starting-in-2021/,publish
2019-09-05 03:00:48,Google launches an open-source version of its differential privacy library,34511731,https://techcrunch.com/2019/09/05/google-launches-an-open-source-version-of-its-differential-privacy-library/,publish
2019-09-04 10:49:40,Daily Crunch: Google reaches $170M settlement with FTC,31035538,https://techcrunch.com/2019/09/04/daily-crunch-google-reaches-170m-settlement-with-ftc/,publish
2019-09-04 07:01:06,Children&#8217;s privacy costs just $170 million for Google in settlement with the FTC,59254947,https://techcrunch.com/2019/09/04/ftc-sells-kids-privacy-cheap/,publish
2019-09-03 13:36:50,Is your Google Calendar flooded with spam? Google says it&#8217;s working on it,5188242,https://techcrunch.com/2019/09/03/google-calendar-spam/,publish
2019-09-03 10:00:11,Google releases Android 10,34511731,https://techcrunch.com/2019/09/03/google-releases-android-10/,publish
2019-08-29 19:33:31,"Malicious websites were used to secretly hack into iPhones for years, says Google",133574210,https://techcrunch.com/2019/08/29/google-iphone-secretly-hacked/,publish
2019-08-29 16:45:14,Google lets David Drummond do the talking,89646803,https://techcrunch.com/2019/08/29/google-lets-david-drummond-do-the-talking/,publish
2019-08-29 11:29:40,Former Google X exec Mo Gawdat wants to reinvent consumerism,34511731,https://techcrunch.com/2019/08/29/former-google-x-exec-mo-gawdat-wants-to-reinvent-consumerism/,publish
2019-08-29 09:30:41,Google to pay security researchers who find Android apps and Chrome extensions misusing user data,133574210,https://techcrunch.com/2019/08/29/google-data-abuse-android-chrome-bug-bounty/,publish
2019-08-27 17:36:30,Google will shut down Google Hire in 2020,5188242,https://techcrunch.com/2019/08/27/google-will-kill-off-google-hire-in-2020/,publish
2019-08-27 11:02:55,"Anthony Levandowski, former Google engineer at center of Waymo-Uber case, charged with stealing trade secrets",133574188,https://techcrunch.com/2019/08/27/anthony-levandowski-former-google-engineer-at-center-of-waymo-uber-case-charged-with-stealing-trade-secrets/,publish
2019-08-27 09:00:04,Google Maps adds biking and ridesharing options to transit directions for multi-mode commutes,5302483,https://techcrunch.com/2019/08/27/google-maps-adds-biking-and-ridesharing-options-to-transit-directions-for-multi-mode-commutes/,publish
2019-08-27 08:00:45,Google’s Nest doorbell camera plan gets a package-detection feature,699688,https://techcrunch.com/2019/08/27/googles-nest-doorbell-camera-plan-gets-a-package-detection-feature/,publish
2019-08-26 09:02:37,Google falls to third place in worldwide smart speaker market,2414667,https://techcrunch.com/2019/08/26/google-falls-to-third-place-in-worldwide-smart-speaker-market/,publish
2019-08-25 04:00:02,Week in Review: Google rips out its sweet tooth,89192944,https://techcrunch.com/2019/08/25/week-in-review-google-rips-out-its-sweet-tooth/,publish
2019-08-22 14:28:55,Google says China used YouTube to meddle in Hong Kong protests,133574210,https://techcrunch.com/2019/08/22/google-youtube-china-hong-kong-protests/,publish
2019-08-22 09:00:44,Lenovo’s Smart Clock gets more useful with latest Google update,699688,https://techcrunch.com/2019/08/22/lenovos-smart-clock-gets-more-useful-with-latest-google-update/,publish
